"profile_id","date_time"
202688,1979-01-01 00:00:00
202689,1979-01-01 00:00:00
202690,1979-01-01 00:00:00
202691,1979-01-01 00:00:00
202692,1979-01-01 00:00:00
202693,1972-01-01 00:00:00
202694,1979-01-01 00:00:00
202695,1979-01-01 00:00:00
202696,1979-01-01 00:00:00
202697,1979-01-01 00:00:00
202698,1979-01-01 00:00:00
202699,1979-01-01 00:00:00
202700,1972-01-01 00:00:00
202701,1979-01-01 00:00:00
202702,1979-01-01 00:00:00
202703,1979-01-01 00:00:00
202704,1979-01-01 00:00:00
202705,1979-01-01 00:00:00
202706,1979-01-01 00:00:00
202707,1979-01-01 00:00:00
202708,1979-01-01 00:00:00
202709,1972-01-01 00:00:00
202710,1979-01-01 00:00:00
202711,1972-01-01 00:00:00
202712,1972-01-01 00:00:00
202713,1972-01-01 00:00:00
202714,1972-01-01 00:00:00
202715,1972-01-01 00:00:00
202716,1972-01-01 00:00:00
202717,1972-01-01 00:00:00
202718,1972-01-01 00:00:00
202719,1972-01-01 00:00:00
202720,1972-01-01 00:00:00
202721,1972-01-01 00:00:00
202722,1972-01-01 00:00:00
202723,1972-01-01 00:00:00
202724,1972-01-01 00:00:00
202725,1972-01-01 00:00:00
202726,1972-01-01 00:00:00
202727,1972-01-01 00:00:00
202728,1972-01-01 00:00:00
202729,1972-01-01 00:00:00
202730,1972-01-01 00:00:00
202731,1972-01-01 00:00:00
202732,1972-01-01 00:00:00
202733,1972-01-01 00:00:00
202734,1972-01-01 00:00:00
202735,1972-01-01 00:00:00
202736,1972-01-01 00:00:00
202737,1984-01-01 00:00:00
202738,1984-01-01 00:00:00
202739,1972-01-01 00:00:00
202740,1972-01-01 00:00:00
202741,1984-01-01 00:00:00
202742,1972-01-01 00:00:00
202743,1972-01-01 00:00:00
202744,1984-01-01 00:00:00
202745,1972-01-01 00:00:00
202746,1984-01-01 00:00:00
202747,1984-01-01 00:00:00
202748,1972-01-01 00:00:00
202749,1972-01-01 00:00:00
202750,1984-01-01 00:00:00
202751,1984-01-01 00:00:00
202752,1972-01-01 00:00:00
202753,1972-01-01 00:00:00
202754,1984-01-01 00:00:00
202755,1984-01-01 00:00:00
202756,1972-01-01 00:00:00
202757,1972-01-01 00:00:00
202758,1984-01-01 00:00:00
202759,1984-01-01 00:00:00
202760,1972-01-01 00:00:00
202761,1984-01-01 00:00:00
202762,1972-01-01 00:00:00
202763,1972-01-01 00:00:00
202764,1984-01-01 00:00:00
202765,1972-01-01 00:00:00
202766,1984-01-01 00:00:00
202767,1972-01-01 00:00:00
202768,1984-01-01 00:00:00
202769,1984-01-01 00:00:00
202770,1972-01-01 00:00:00
202771,1984-01-01 00:00:00
202772,1972-01-01 00:00:00
202773,1972-01-01 00:00:00
202774,1984-01-01 00:00:00
202775,1984-01-01 00:00:00
202776,1984-01-01 00:00:00
202777,1972-01-01 00:00:00
202778,1984-01-01 00:00:00
202779,1972-01-01 00:00:00
202780,1984-01-01 00:00:00
202781,1972-01-01 00:00:00
202782,1984-01-01 00:00:00
202783,1972-01-01 00:00:00
202784,1972-01-01 00:00:00
202785,1984-01-01 00:00:00
202786,1972-01-01 00:00:00
202787,1984-01-01 00:00:00
202788,1972-01-01 00:00:00
202789,1972-01-01 00:00:00
202790,1984-01-01 00:00:00
202791,1972-01-01 00:00:00
202792,1986-01-01 00:00:00
202793,1984-01-01 00:00:00
202794,1986-01-01 00:00:00
202795,1972-01-01 00:00:00
202796,1984-01-01 00:00:00
202797,1984-01-01 00:00:00
202798,1972-01-01 00:00:00
202799,1986-01-01 00:00:00
202800,1972-01-01 00:00:00
202801,1972-01-01 00:00:00
202802,1986-01-01 00:00:00
202803,1986-01-01 00:00:00
202804,1986-01-01 00:00:00
202805,1972-01-01 00:00:00
202806,1986-01-01 00:00:00
202807,1972-01-01 00:00:00
202808,1972-01-01 00:00:00
202809,1972-01-01 00:00:00
202810,1986-01-01 00:00:00
202811,1986-01-01 00:00:00
202812,1972-01-01 00:00:00
202813,1986-01-01 00:00:00
202814,1972-01-01 00:00:00
202815,1986-01-01 00:00:00
202816,1972-01-01 00:00:00
202817,1972-01-01 00:00:00
202818,1986-01-01 00:00:00
202819,1984-01-01 00:00:00
202820,1984-01-01 00:00:00
202821,1984-01-01 00:00:00
202822,1984-01-01 00:00:00
202824,1984-01-01 00:00:00
202825,1984-01-01 00:00:00
202826,1984-01-01 00:00:00
202827,1984-01-01 00:00:00
202830,1984-01-01 00:00:00
202831,1984-01-01 00:00:00
202832,1984-01-01 00:00:00
202833,1984-01-01 00:00:00
202834,1984-01-01 00:00:00
202835,1984-01-01 00:00:00
202837,1984-01-01 00:00:00
202838,1984-01-01 00:00:00
202839,1984-01-01 00:00:00
202840,1984-01-01 00:00:00
202841,1984-01-01 00:00:00
202842,1984-01-01 00:00:00
202843,1984-01-01 00:00:00
202844,1984-01-01 00:00:00
202845,1984-01-01 00:00:00
202846,1984-01-01 00:00:00
202847,1984-01-01 00:00:00
202848,1984-01-01 00:00:00
202850,1984-01-01 00:00:00
202851,1984-01-01 00:00:00
202852,1984-01-01 00:00:00
202853,1984-01-01 00:00:00
202854,1984-01-01 00:00:00
202855,1984-01-01 00:00:00
202856,1984-01-01 00:00:00
202857,1984-01-01 00:00:00
202858,1984-01-01 00:00:00
202859,1984-01-01 00:00:00
202860,1984-01-01 00:00:00
202861,1984-01-01 00:00:00
202862,1984-01-01 00:00:00
202863,1984-01-01 00:00:00
202864,1984-01-01 00:00:00
202865,1984-01-01 00:00:00
202866,1984-01-01 00:00:00
202867,1984-01-01 00:00:00
202868,1984-01-01 00:00:00
202869,1984-01-01 00:00:00
202870,1984-01-01 00:00:00
202871,1984-01-01 00:00:00
202872,1984-01-01 00:00:00
202873,1984-01-01 00:00:00
202874,1984-01-01 00:00:00
202875,1984-01-01 00:00:00
202876,1984-01-01 00:00:00
202877,1984-01-01 00:00:00
202879,1984-01-01 00:00:00
202880,1984-01-01 00:00:00
202881,1984-01-01 00:00:00
202882,1984-01-01 00:00:00
202883,1984-01-01 00:00:00
202890,1984-01-01 00:00:00
202891,1984-01-01 00:00:00
202898,1984-01-01 00:00:00
202899,1984-01-01 00:00:00
202900,1984-01-01 00:00:00
202901,1984-01-01 00:00:00
202902,1984-01-01 00:00:00
202903,1984-01-01 00:00:00
202904,1984-01-01 00:00:00
202905,1984-01-01 00:00:00
202906,1984-01-01 00:00:00
202907,1984-01-01 00:00:00
202908,1984-01-01 00:00:00
202909,1984-01-01 00:00:00
202910,1984-01-01 00:00:00
202911,1984-01-01 00:00:00
202912,1984-01-01 00:00:00
202913,1974-01-01 00:00:00
202914,1974-01-01 00:00:00
202915,1986-01-01 00:00:00
202916,1986-01-01 00:00:00
202917,1986-01-01 00:00:00
202918,1986-01-01 00:00:00
202919,1986-01-01 00:00:00
202920,1986-01-01 00:00:00
202921,1986-01-01 00:00:00
202922,1986-01-01 00:00:00
202923,1986-01-01 00:00:00
202924,1986-01-01 00:00:00
202925,1986-01-01 00:00:00
202926,1986-01-01 00:00:00
202927,1986-01-01 00:00:00
202928,1986-01-01 00:00:00
202929,1986-01-01 00:00:00
202930,1986-01-01 00:00:00
202931,1986-01-01 00:00:00
202932,1986-01-01 00:00:00
202933,1986-01-01 00:00:00
202934,1986-01-01 00:00:00
202935,1986-01-01 00:00:00
202936,1986-01-01 00:00:00
202937,1986-01-01 00:00:00
202938,1986-01-01 00:00:00
202939,1986-01-01 00:00:00
202940,1986-01-01 00:00:00
202941,1986-01-01 00:00:00
202942,1986-01-01 00:00:00
202943,1986-01-01 00:00:00
202944,1986-01-01 00:00:00
202945,1986-01-01 00:00:00
202946,1986-01-01 00:00:00
202947,1986-01-01 00:00:00
202948,1986-01-01 00:00:00
202949,1986-01-01 00:00:00
202950,1986-01-01 00:00:00
202951,1986-01-01 00:00:00
202952,1986-01-01 00:00:00
202953,1986-01-01 00:00:00
202954,1986-01-01 00:00:00
202955,1986-01-01 00:00:00
202956,1986-01-01 00:00:00
202957,1986-01-01 00:00:00
202958,1986-01-01 00:00:00
202959,1986-01-01 00:00:00
202960,1986-01-01 00:00:00
202961,1986-01-01 00:00:00
202962,1986-01-01 00:00:00
202963,1986-01-01 00:00:00
202964,1986-01-01 00:00:00
202965,1986-01-01 00:00:00
202966,1986-01-01 00:00:00
202967,1986-01-01 00:00:00
202968,1986-01-01 00:00:00
202969,1986-01-01 00:00:00
202970,1986-01-01 00:00:00
202971,1986-01-01 00:00:00
202972,1986-01-01 00:00:00
202973,1986-01-01 00:00:00
202974,1986-01-01 00:00:00
202975,1986-01-01 00:00:00
202976,1986-01-01 00:00:00
202977,1986-01-01 00:00:00
202978,1986-01-01 00:00:00
202979,1986-01-01 00:00:00
202980,1986-01-01 00:00:00
202981,1986-01-01 00:00:00
202982,1986-01-01 00:00:00
202983,1986-01-01 00:00:00
202984,1986-01-01 00:00:00
202985,1986-01-01 00:00:00
202986,1986-01-01 00:00:00
202987,1986-01-01 00:00:00
202988,1986-01-01 00:00:00
202989,1986-01-01 00:00:00
202990,1986-01-01 00:00:00
202991,1986-01-01 00:00:00
202992,1986-01-01 00:00:00
202993,1986-01-01 00:00:00
202994,1975-01-01 00:00:00
202995,1975-01-01 00:00:00
202996,1975-01-01 00:00:00
202997,1975-01-01 00:00:00
202998,1975-01-01 00:00:00
202999,1976-01-01 00:00:00
203000,1976-01-01 00:00:00
203001,1977-01-01 00:00:00
203002,1977-01-01 00:00:00
203003,1977-01-01 00:00:00
203004,1977-01-01 00:00:00
203005,1977-01-01 00:00:00
203006,1977-01-01 00:00:00
203007,1977-01-01 00:00:00
203008,1977-01-01 00:00:00
203009,1977-01-01 00:00:00
203010,1977-01-01 00:00:00
203011,1977-01-01 00:00:00
203012,1977-01-01 00:00:00
203013,1977-01-01 00:00:00
203014,1977-01-01 00:00:00
203015,1977-01-01 00:00:00
203016,1977-01-01 00:00:00
203017,1977-01-01 00:00:00
203018,1977-01-01 00:00:00
203019,1977-01-01 00:00:00
203020,1977-01-01 00:00:00
203021,1977-01-01 00:00:00
203022,1978-01-01 00:00:00
203023,1978-01-01 00:00:00
203024,1978-01-01 00:00:00
203025,1978-01-01 00:00:00
203026,1978-01-01 00:00:00
203027,1978-01-01 00:00:00
203028,1978-01-01 00:00:00
203029,1978-01-01 00:00:00
203030,1978-01-01 00:00:00
203031,1978-01-01 00:00:00
203032,1979-01-01 00:00:00
203033,1980-01-01 00:00:00
203034,1980-01-01 00:00:00
203035,1980-01-01 00:00:00
203036,1980-01-01 00:00:00
203037,1980-01-01 00:00:00
203038,1981-01-01 00:00:00
203039,1981-01-01 00:00:00
203040,1981-01-01 00:00:00
203041,1981-01-01 00:00:00
203042,1981-01-01 00:00:00
203043,1981-01-01 00:00:00
203044,1981-01-01 00:00:00
203045,1981-01-01 00:00:00
203046,1981-01-01 00:00:00
203047,1981-01-01 00:00:00
203048,1981-01-01 00:00:00
203049,1981-01-01 00:00:00
203050,1981-01-01 00:00:00
203051,1981-01-01 00:00:00
203052,1981-01-01 00:00:00
203053,1981-01-01 00:00:00
203054,1981-01-01 00:00:00
203055,1981-01-01 00:00:00
203056,1981-01-01 00:00:00
203057,1981-01-01 00:00:00
203058,1981-01-01 00:00:00
203059,1981-01-01 00:00:00
203060,1981-01-01 00:00:00
203061,1981-01-01 00:00:00
203062,1981-01-01 00:00:00
203063,1981-01-01 00:00:00
203064,1981-01-01 00:00:00
203065,1981-01-01 00:00:00
203066,1981-01-01 00:00:00
203067,1981-01-01 00:00:00
203068,1981-01-01 00:00:00
203069,1981-01-01 00:00:00
203070,1981-01-01 00:00:00
203071,1981-01-01 00:00:00
203072,1981-01-01 00:00:00
203073,1981-01-01 00:00:00
203074,1981-01-01 00:00:00
203075,1981-01-01 00:00:00
203076,1981-01-01 00:00:00
203077,1981-01-01 00:00:00
203078,1981-01-01 00:00:00
203079,1981-01-01 00:00:00
203080,1981-01-01 00:00:00
203081,1981-01-01 00:00:00
203082,1981-01-01 00:00:00
203083,1981-01-01 00:00:00
203084,1981-01-01 00:00:00
203085,1981-01-01 00:00:00
203086,1981-01-01 00:00:00
203087,1981-01-01 00:00:00
203088,1981-01-01 00:00:00
203089,1981-01-01 00:00:00
203090,1981-01-01 00:00:00
203091,1981-01-01 00:00:00
203092,1981-01-01 00:00:00
203093,1981-01-01 00:00:00
203094,1981-01-01 00:00:00
203095,1981-01-01 00:00:00
203096,1981-01-01 00:00:00
203097,1981-01-01 00:00:00
203098,1981-01-01 00:00:00
203099,1981-01-01 00:00:00
203100,1981-01-01 00:00:00
203101,1981-01-01 00:00:00
203102,1981-01-01 00:00:00
203103,1981-01-01 00:00:00
203104,1981-01-01 00:00:00
203105,1981-01-01 00:00:00
203106,1981-01-01 00:00:00
203107,1981-01-01 00:00:00
203108,1981-01-01 00:00:00
203109,1981-01-01 00:00:00
203110,1981-01-01 00:00:00
203111,1981-01-01 00:00:00
203112,1981-01-01 00:00:00
203113,1981-01-01 00:00:00
203114,1981-01-01 00:00:00
203115,1981-01-01 00:00:00
203116,1981-01-01 00:00:00
203117,1981-01-01 00:00:00
203118,1981-01-01 00:00:00
203119,1981-01-01 00:00:00
203120,1981-01-01 00:00:00
203121,1981-01-01 00:00:00
203122,1981-01-01 00:00:00
203123,1981-01-01 00:00:00
203124,1981-01-01 00:00:00
203125,1981-01-01 00:00:00
203126,1981-01-01 00:00:00
203127,1981-01-01 00:00:00
203128,1981-01-01 00:00:00
203129,1981-01-01 00:00:00
203130,1981-01-01 00:00:00
203131,1981-01-01 00:00:00
203132,1981-01-01 00:00:00
203133,1981-01-01 00:00:00
203134,1981-01-01 00:00:00
203135,1981-01-01 00:00:00
203136,1981-01-01 00:00:00
203137,1981-01-01 00:00:00
203138,1981-01-01 00:00:00
203139,1981-01-01 00:00:00
203140,1981-01-01 00:00:00
203141,1981-01-01 00:00:00
203142,1981-01-01 00:00:00
203143,1981-01-01 00:00:00
203144,1981-01-01 00:00:00
203145,1981-01-01 00:00:00
203146,1981-01-01 00:00:00
203147,1981-01-01 00:00:00
203148,1981-01-01 00:00:00
203149,1981-01-01 00:00:00
203150,1981-01-01 00:00:00
203151,1981-01-01 00:00:00
203152,1981-01-01 00:00:00
203153,1981-01-01 00:00:00
203154,1981-01-01 00:00:00
203155,1981-01-01 00:00:00
203156,1981-01-01 00:00:00
203157,1981-01-01 00:00:00
203158,1981-01-01 00:00:00
203159,1981-01-01 00:00:00
203160,1981-01-01 00:00:00
203161,1981-01-01 00:00:00
203162,1981-01-01 00:00:00
203163,1981-01-01 00:00:00
203164,1981-01-01 00:00:00
203165,1981-01-01 00:00:00
203166,1981-01-01 00:00:00
203167,1981-01-01 00:00:00
203168,1981-01-01 00:00:00
203169,1981-01-01 00:00:00
203170,1981-01-01 00:00:00
203171,1981-01-01 00:00:00
203172,1981-01-01 00:00:00
203173,1981-01-01 00:00:00
203174,1981-01-01 00:00:00
203175,1981-01-01 00:00:00
203176,1981-01-01 00:00:00
203177,1981-01-01 00:00:00
203178,1981-01-01 00:00:00
203179,1981-01-01 00:00:00
203180,1981-01-01 00:00:00
203181,1981-01-01 00:00:00
203182,1981-01-01 00:00:00
203183,1981-01-01 00:00:00
203184,1981-01-01 00:00:00
203185,1981-01-01 00:00:00
203186,1981-01-01 00:00:00
203187,1981-01-01 00:00:00
203188,1981-01-01 00:00:00
203189,1981-01-01 00:00:00
203190,1981-01-01 00:00:00
203191,1981-01-01 00:00:00
203192,1981-01-01 00:00:00
203193,1981-01-01 00:00:00
203194,1981-01-01 00:00:00
203195,1981-01-01 00:00:00
203196,1981-01-01 00:00:00
203197,1981-01-01 00:00:00
203198,1981-01-01 00:00:00
203199,1981-01-01 00:00:00
203200,1981-01-01 00:00:00
203201,1981-01-01 00:00:00
203202,1981-01-01 00:00:00
203203,1981-01-01 00:00:00
203204,1981-01-01 00:00:00
203205,1981-01-01 00:00:00
203206,1981-01-01 00:00:00
203207,1981-01-01 00:00:00
203208,1981-01-01 00:00:00
203209,1981-01-01 00:00:00
203210,1981-01-01 00:00:00
203211,1981-01-01 00:00:00
203212,1981-01-01 00:00:00
203213,1981-01-01 00:00:00
203214,1981-01-01 00:00:00
203215,1981-01-01 00:00:00
203216,1981-01-01 00:00:00
203217,1981-01-01 00:00:00
203218,1981-01-01 00:00:00
203219,1981-01-01 00:00:00
203220,1981-01-01 00:00:00
203221,1981-01-01 00:00:00
203222,1981-01-01 00:00:00
203223,1981-01-01 00:00:00
203224,1981-01-01 00:00:00
203225,1981-01-01 00:00:00
203226,1981-01-01 00:00:00
203227,1981-01-01 00:00:00
203228,1981-01-01 00:00:00
203229,1981-01-01 00:00:00
203230,1981-01-01 00:00:00
203231,1981-01-01 00:00:00
203232,1981-01-01 00:00:00
203233,1981-01-01 00:00:00
